State Observation from node 8 at different cw 
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.03133e+11ns	+36000ns	CCA_BUSY	178	2063
+1.03133e+11ns	+0ns	CCA_BUSY	178	2063
+1.03133e+11ns	+728000ns	RX	178	2063
+1.03134e+11ns	+1.16971e+07ns	IDLE	178	2063
+1.03146e+11ns	+36000ns	CCA_BUSY	178	2063
+1.03146e+11ns	+0ns	CCA_BUSY	178	2063
+1.03146e+11ns	+728000ns	RX	178	2063
+1.03147e+11ns	+3.49068e+06ns	IDLE	178	2063
+1.0315e+11ns	+250000ns	SWITCHING	178	2063
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0315e+11ns	+4.975e+07ns	IDLE	172	2064
+1.032e+11ns	+250000ns	SWITCHING	172	2064
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.032e+11ns	+3.81202e+06ns	IDLE	178	2065
+1.03204e+11ns	+36000ns	CCA_BUSY	178	2065
+1.03204e+11ns	+0ns	CCA_BUSY	178	2065
+1.03204e+11ns	+728000ns	RX	178	2065
+1.03205e+11ns	+58000ns	IDLE	178	2065
+1.03205e+11ns	+768000ns	TX	178	2065
+1.03206e+11ns	+1.43622e+07ns	IDLE	178	2065
+1.0322e+11ns	+36000ns	CCA_BUSY	178	2065
+1.0322e+11ns	+0ns	CCA_BUSY	178	2065
+1.0322e+11ns	+728000ns	RX	178	2065
+1.03221e+11ns	+2.5906e+07ns	IDLE	178	2065
+1.03247e+11ns	+36000ns	CCA_BUSY	178	2065
+1.03247e+11ns	+0ns	CCA_BUSY	178	2065
+1.03247e+11ns	+728000ns	RX	178	2065
+1.03247e+11ns	+192067ns	IDLE	178	2065
+1.03248e+11ns	+36000ns	CCA_BUSY	178	2065
+1.03248e+11ns	+0ns	CCA_BUSY	178	2065
+1.03248e+11ns	+728000ns	RX	178	2065
+1.03248e+11ns	+1.59572e+06ns	IDLE	178	2065
+1.0325e+11ns	+250000ns	SWITCHING	178	2065
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0325e+11ns	+4.975e+07ns	IDLE	172	2066
+1.033e+11ns	+250000ns	SWITCHING	172	2066
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.033e+11ns	+3.81202e+06ns	IDLE	178	2067
+1.03304e+11ns	+36000ns	CCA_BUSY	178	2067
+1.03304e+11ns	+0ns	CCA_BUSY	178	2067
+1.03304e+11ns	+728000ns	RX	178	2067
+1.03305e+11ns	+3.40311e+07ns	IDLE	178	2067
+1.03339e+11ns	+36000ns	CCA_BUSY	178	2067
+1.03339e+11ns	+0ns	CCA_BUSY	178	2067
+1.03339e+11ns	+728000ns	RX	178	2067
+1.0334e+11ns	+5.986e+06ns	IDLE	178	2067
+1.03346e+11ns	+768000ns	TX	178	2067
+1.03346e+11ns	+3.62488e+06ns	IDLE	178	2067
+1.0335e+11ns	+250000ns	SWITCHING	178	2067
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0335e+11ns	+4.975e+07ns	IDLE	172	2068
+1.034e+11ns	+250000ns	SWITCHING	172	2068
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.034e+11ns	+3.81202e+06ns	IDLE	178	2069
+1.03404e+11ns	+36000ns	CCA_BUSY	178	2069
+1.03404e+11ns	+0ns	CCA_BUSY	178	2069
+1.03404e+11ns	+728000ns	RX	178	2069
+1.03405e+11ns	+17ns	CCA_BUSY	178	2069
+1.03405e+11ns	+2.262e+06ns	IDLE	178	2069
+1.03407e+11ns	+36000ns	CCA_BUSY	178	2069
+1.03407e+11ns	+0ns	CCA_BUSY	178	2069
+1.03407e+11ns	+728000ns	RX	178	2069
+1.03408e+11ns	+8.0441e+06ns	IDLE	178	2069
+1.03416e+11ns	+36000ns	CCA_BUSY	178	2069
+1.03416e+11ns	+0ns	CCA_BUSY	178	2069
+1.03416e+11ns	+728000ns	RX	178	2069
+1.03417e+11ns	+1.05007e+06ns	IDLE	178	2069
+1.03418e+11ns	+36000ns	CCA_BUSY	178	2069
+1.03418e+11ns	+0ns	CCA_BUSY	178	2069
+1.03418e+11ns	+728000ns	RX	178	2069
+1.03418e+11ns	+2.367e+07ns	IDLE	178	2069
+1.03442e+11ns	+36000ns	CCA_BUSY	178	2069
+1.03442e+11ns	+0ns	CCA_BUSY	178	2069
+1.03442e+11ns	+728000ns	RX	178	2069
+1.03443e+11ns	+7.0918e+06ns	IDLE	178	2069
+1.0345e+11ns	+250000ns	SWITCHING	178	2069
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0345e+11ns	+4.975e+07ns	IDLE	172	2070
+1.035e+11ns	+250000ns	SWITCHING	172	2070
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.035e+11ns	+3.808e+06ns	IDLE	178	2071
+1.03504e+11ns	+768000ns	TX	178	2071
+1.03505e+11ns	+33ns	CCA_BUSY	178	2071
+1.03505e+11ns	+3.52e+06ns	IDLE	178	2071
+1.03508e+11ns	+36000ns	CCA_BUSY	178	2071
+1.03508e+11ns	+0ns	CCA_BUSY	178	2071
+1.03508e+11ns	+728000ns	RX	178	2071
+1.03509e+11ns	+8.9151e+06ns	IDLE	178	2071
+1.03518e+11ns	+36000ns	CCA_BUSY	178	2071
+1.03518e+11ns	+0ns	CCA_BUSY	178	2071
+1.03518e+11ns	+728000ns	RX	178	2071
+1.03519e+11ns	+1.769e+07ns	IDLE	178	2071
+1.03536e+11ns	+36000ns	CCA_BUSY	178	2071
+1.03537e+11ns	+0ns	CCA_BUSY	178	2071
+1.03537e+11ns	+728000ns	RX	178	2071
+1.03537e+11ns	+6.9001e+06ns	IDLE	178	2071
+1.03544e+11ns	+36000ns	CCA_BUSY	178	2071
+1.03544e+11ns	+0ns	CCA_BUSY	178	2071
+1.03544e+11ns	+728000ns	RX	178	2071
+1.03545e+11ns	+5.09277e+06ns	IDLE	178	2071
+1.0355e+11ns	+250000ns	SWITCHING	178	2071
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0355e+11ns	+4.975e+07ns	IDLE	172	2072
+1.036e+11ns	+250000ns	SWITCHING	172	2072
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.036e+11ns	+7.47803e+06ns	IDLE	178	2073
+1.03608e+11ns	+36000ns	CCA_BUSY	178	2073
+1.03608e+11ns	+0ns	CCA_BUSY	178	2073
+1.03608e+11ns	+728000ns	RX	178	2073
+1.03608e+11ns	+370000ns	IDLE	178	2073
+1.03609e+11ns	+768000ns	TX	178	2073
+1.0361e+11ns	+1.7989e+07ns	IDLE	178	2073
+1.03628e+11ns	+36000ns	CCA_BUSY	178	2073
+1.03628e+11ns	+0ns	CCA_BUSY	178	2073
+1.03628e+11ns	+728000ns	RX	178	2073
+1.03628e+11ns	+1.18661e+07ns	IDLE	178	2073
+1.0364e+11ns	+36000ns	CCA_BUSY	178	2073
+1.0364e+11ns	+0ns	CCA_BUSY	178	2073
+1.0364e+11ns	+728000ns	RX	178	2073
+1.03641e+11ns	+7.524e+06ns	IDLE	178	2073
+1.03649e+11ns	+36000ns	CCA_BUSY	178	2073
+1.03649e+11ns	+0ns	CCA_BUSY	178	2073
+1.03649e+11ns	+728000ns	RX	178	2073
+1.03649e+11ns	+698836ns	IDLE	178	2073
+1.0365e+11ns	+250000ns	SWITCHING	178	2073
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0365e+11ns	+4.975e+07ns	IDLE	172	2074
+1.037e+11ns	+250000ns	SWITCHING	172	2074
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.037e+11ns	+1.764e+07ns	IDLE	178	2075
+1.03718e+11ns	+768000ns	TX	178	2075
+1.03719e+11ns	+2.27081e+07ns	IDLE	178	2075
+1.03741e+11ns	+36000ns	CCA_BUSY	178	2075
+1.03741e+11ns	+0ns	CCA_BUSY	178	2075
+1.03741e+11ns	+728000ns	RX	178	2075
+1.03742e+11ns	+1.83003e+06ns	IDLE	178	2075
+1.03744e+11ns	+36000ns	CCA_BUSY	178	2075
+1.03744e+11ns	+0ns	CCA_BUSY	178	2075
+1.03744e+11ns	+728000ns	RX	178	2075
+1.03745e+11ns	+5.2759e+06ns	IDLE	178	2075
+1.0375e+11ns	+250000ns	SWITCHING	178	2075
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0375e+11ns	+4.975e+07ns	IDLE	172	2076
+1.038e+11ns	+250000ns	SWITCHING	172	2076
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.038e+11ns	+3.81202e+06ns	IDLE	178	2077
+1.03804e+11ns	+36000ns	CCA_BUSY	178	2077
+1.03804e+11ns	+0ns	CCA_BUSY	178	2077
+1.03804e+11ns	+728000ns	RX	178	2077
+1.03805e+11ns	+3.0803e+07ns	IDLE	178	2077
+1.03836e+11ns	+768000ns	TX	178	2077
+1.03836e+11ns	+1.3603e+07ns	IDLE	178	2077
+1.0385e+11ns	+250000ns	SWITCHING	178	2077
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0385e+11ns	+4.975e+07ns	IDLE	172	2078
+1.039e+11ns	+250000ns	SWITCHING	172	2078
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.039e+11ns	+3.81202e+06ns	IDLE	178	2079
+1.03904e+11ns	+764017ns	CCA_BUSY	178	2079
+1.03905e+11ns	+6.97808e+06ns	IDLE	178	2079
+1.03912e+11ns	+36000ns	CCA_BUSY	178	2079
+1.03912e+11ns	+0ns	CCA_BUSY	178	2079
+1.03912e+11ns	+728000ns	RX	178	2079
+1.03913e+11ns	+1.42703e+06ns	IDLE	178	2079
+1.03914e+11ns	+36000ns	CCA_BUSY	178	2079
+1.03914e+11ns	+0ns	CCA_BUSY	178	2079
+1.03914e+11ns	+728000ns	RX	178	2079
+1.03915e+11ns	+5.6e+06ns	IDLE	178	2079
+1.0392e+11ns	+36000ns	CCA_BUSY	178	2079
+1.0392e+11ns	+0ns	CCA_BUSY	178	2079
+1.0392e+11ns	+728000ns	RX	178	2079
+1.03921e+11ns	+2.88769e+07ns	IDLE	178	2079
+1.0395e+11ns	+250000ns	SWITCHING	178	2079
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0395e+11ns	+4.975e+07ns	IDLE	172	2080
+1.04e+11ns	+250000ns	SWITCHING	172	2080
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.04e+11ns	+3.808e+06ns	IDLE	178	2081
+1.04004e+11ns	+768000ns	TX	178	2081
+1.04005e+11ns	+33ns	CCA_BUSY	178	2081
+1.04005e+11ns	+1.1827e+07ns	IDLE	178	2081
+1.04017e+11ns	+36000ns	CCA_BUSY	178	2081
+1.04017e+11ns	+0ns	CCA_BUSY	178	2081
+1.04017e+11ns	+728000ns	RX	178	2081
+1.04017e+11ns	+1.34652e+07ns	IDLE	178	2081
+1.04031e+11ns	+36000ns	CCA_BUSY	178	2081
+1.04031e+11ns	+0ns	CCA_BUSY	178	2081
+1.04031e+11ns	+728000ns	RX	178	2081
+1.04032e+11ns	+2.02503e+06ns	IDLE	178	2081
+1.04034e+11ns	+36000ns	CCA_BUSY	178	2081
+1.04034e+11ns	+0ns	CCA_BUSY	178	2081
+1.04034e+11ns	+728000ns	RX	178	2081
+1.04034e+11ns	+1.55648e+07ns	IDLE	178	2081
+1.0405e+11ns	+250000ns	SWITCHING	178	2081
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0405e+11ns	+4.975e+07ns	IDLE	172	2082
+1.041e+11ns	+250000ns	SWITCHING	172	2082
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.041e+11ns	+3.808e+06ns	IDLE	178	2083
+1.04104e+11ns	+768000ns	TX	178	2083
+1.04105e+11ns	+6.61403e+06ns	IDLE	178	2083
+1.04111e+11ns	+36000ns	CCA_BUSY	178	2083
+1.04111e+11ns	+0ns	CCA_BUSY	178	2083
+1.04111e+11ns	+728000ns	RX	178	2083
+1.04112e+11ns	+5.69107e+06ns	IDLE	178	2083
+1.04118e+11ns	+36000ns	CCA_BUSY	178	2083
+1.04118e+11ns	+0ns	CCA_BUSY	178	2083
+1.04118e+11ns	+728000ns	RX	178	2083
+1.04119e+11ns	+1.765e+06ns	IDLE	178	2083
+1.0412e+11ns	+36000ns	CCA_BUSY	178	2083
+1.0412e+11ns	+0ns	CCA_BUSY	178	2083
+1.0412e+11ns	+728000ns	RX	178	2083
+1.04121e+11ns	+1.33091e+07ns	IDLE	178	2083
+1.04134e+11ns	+36000ns	CCA_BUSY	178	2083
+1.04135e+11ns	+0ns	CCA_BUSY	178	2083
+1.04135e+11ns	+728000ns	RX	178	2083
+1.04135e+11ns	+6.62703e+06ns	IDLE	178	2083
+1.04142e+11ns	+36000ns	CCA_BUSY	178	2083
+1.04142e+11ns	+0ns	CCA_BUSY	178	2083
+1.04142e+11ns	+728000ns	RX	178	2083
+1.04143e+11ns	+7.34774e+06ns	IDLE	178	2083
+1.0415e+11ns	+250000ns	SWITCHING	178	2083
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0415e+11ns	+4.975e+07ns	IDLE	172	2084
+1.042e+11ns	+250000ns	SWITCHING	172	2084
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.042e+11ns	+3.808e+06ns	IDLE	178	2085
+1.04204e+11ns	+768000ns	TX	178	2085
+1.04205e+11ns	+3.31211e+07ns	IDLE	178	2085
+1.04238e+11ns	+36000ns	CCA_BUSY	178	2085
+1.04238e+11ns	+0ns	CCA_BUSY	178	2085
+1.04238e+11ns	+728000ns	RX	178	2085
+1.04239e+11ns	+3.598e+06ns	IDLE	178	2085
+1.04242e+11ns	+36000ns	CCA_BUSY	178	2085
+1.04242e+11ns	+0ns	CCA_BUSY	178	2085
+1.04242e+11ns	+728000ns	RX	178	2085
+1.04243e+11ns	+777033ns	IDLE	178	2085
+1.04244e+11ns	+36000ns	CCA_BUSY	178	2085
+1.04244e+11ns	+0ns	CCA_BUSY	178	2085
+1.04244e+11ns	+728000ns	RX	178	2085
+1.04245e+11ns	+5.38588e+06ns	IDLE	178	2085
+1.0425e+11ns	+250000ns	SWITCHING	178	2085
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0425e+11ns	+4.975e+07ns	IDLE	172	2086
+1.043e+11ns	+250000ns	SWITCHING	172	2086
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.043e+11ns	+3.81203e+06ns	IDLE	178	2087
+1.04304e+11ns	+36000ns	CCA_BUSY	178	2087
+1.04304e+11ns	+0ns	CCA_BUSY	178	2087
+1.04304e+11ns	+728000ns	RX	178	2087
+1.04305e+11ns	+4.59907e+06ns	IDLE	178	2087
+1.04309e+11ns	+36000ns	CCA_BUSY	178	2087
+1.04309e+11ns	+0ns	CCA_BUSY	178	2087
+1.04309e+11ns	+728000ns	RX	178	2087
+1.0431e+11ns	+2.242e+06ns	IDLE	178	2087
+1.04312e+11ns	+768000ns	TX	178	2087
+1.04313e+11ns	+2.73621e+07ns	IDLE	178	2087
+1.04341e+11ns	+36000ns	CCA_BUSY	178	2087
+1.04341e+11ns	+0ns	CCA_BUSY	178	2087
+1.04341e+11ns	+728000ns	RX	178	2087
+1.04341e+11ns	+8.6748e+06ns	IDLE	178	2087
+1.0435e+11ns	+250000ns	SWITCHING	178	2087
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0435e+11ns	+4.975e+07ns	IDLE	172	2088
+1.044e+11ns	+250000ns	SWITCHING	172	2088
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.044e+11ns	+3.81202e+06ns	IDLE	178	2089
+1.04404e+11ns	+764017ns	CCA_BUSY	178	2089
+1.04405e+11ns	+1.17231e+07ns	IDLE	178	2089
+1.04417e+11ns	+36000ns	CCA_BUSY	178	2089
+1.04417e+11ns	+0ns	CCA_BUSY	178	2089
+1.04417e+11ns	+728000ns	RX	178	2089
+1.04417e+11ns	+6.701e+06ns	IDLE	178	2089
+1.04424e+11ns	+768000ns	TX	178	2089
+1.04425e+11ns	+2.52179e+07ns	IDLE	178	2089
+1.0445e+11ns	+250000ns	SWITCHING	178	2089
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0445e+11ns	+4.975e+07ns	IDLE	172	2090
+1.045e+11ns	+250000ns	SWITCHING	172	2090
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.045e+11ns	+3.81202e+06ns	IDLE	178	2091
+1.04504e+11ns	+36000ns	CCA_BUSY	178	2091
+1.04504e+11ns	+0ns	CCA_BUSY	178	2091
+1.04504e+11ns	+728000ns	RX	178	2091
+1.04505e+11ns	+17ns	CCA_BUSY	178	2091
+1.04505e+11ns	+1.417e+06ns	IDLE	178	2091
+1.04506e+11ns	+36000ns	CCA_BUSY	178	2091
+1.04506e+11ns	+0ns	CCA_BUSY	178	2091
+1.04506e+11ns	+728000ns	RX	178	2091
+1.04507e+11ns	+2.88441e+07ns	IDLE	178	2091
+1.04536e+11ns	+36000ns	CCA_BUSY	178	2091
+1.04536e+11ns	+0ns	CCA_BUSY	178	2091
+1.04536e+11ns	+728000ns	RX	178	2091
+1.04537e+11ns	+7.897e+06ns	IDLE	178	2091
+1.04545e+11ns	+768000ns	TX	178	2091
+1.04545e+11ns	+4.71984e+06ns	IDLE	178	2091
+1.0455e+11ns	+250000ns	SWITCHING	178	2091
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0455e+11ns	+4.975e+07ns	IDLE	172	2092
+1.046e+11ns	+250000ns	SWITCHING	172	2092
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.046e+11ns	+1.3351e+07ns	IDLE	178	2093
+1.04614e+11ns	+36000ns	CCA_BUSY	178	2093
+1.04614e+11ns	+0ns	CCA_BUSY	178	2093
+1.04614e+11ns	+728000ns	RX	178	2093
+1.04614e+11ns	+1.51803e+06ns	IDLE	178	2093
+1.04616e+11ns	+36000ns	CCA_BUSY	178	2093
+1.04616e+11ns	+0ns	CCA_BUSY	178	2093
+1.04616e+11ns	+728000ns	RX	178	2093
+1.04617e+11ns	+4.8072e+06ns	IDLE	178	2093
+1.04621e+11ns	+36000ns	CCA_BUSY	178	2093
+1.04621e+11ns	+0ns	CCA_BUSY	178	2093
+1.04621e+11ns	+728000ns	RX	178	2093
+1.04622e+11ns	+61999ns	IDLE	178	2093
+1.04622e+11ns	+36000ns	CCA_BUSY	178	2093
+1.04622e+11ns	+0ns	CCA_BUSY	178	2093
+1.04622e+11ns	+728000ns	RX	178	2093
+1.04623e+11ns	+2.69557e+07ns	IDLE	178	2093
+1.0465e+11ns	+250000ns	SWITCHING	178	2093
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0465e+11ns	+4.975e+07ns	IDLE	172	2094
+1.047e+11ns	+250000ns	SWITCHING	172	2094
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.047e+11ns	+3.808e+06ns	IDLE	178	2095
+1.04704e+11ns	+768000ns	TX	178	2095
+1.04705e+11ns	+1.79108e+06ns	IDLE	178	2095
+1.04707e+11ns	+36000ns	CCA_BUSY	178	2095
+1.04707e+11ns	+0ns	CCA_BUSY	178	2095
+1.04707e+11ns	+728000ns	RX	178	2095
+1.04707e+11ns	+1.1255e+07ns	IDLE	178	2095
+1.04719e+11ns	+36000ns	CCA_BUSY	178	2095
+1.04719e+11ns	+0ns	CCA_BUSY	178	2095
+1.04719e+11ns	+728000ns	RX	178	2095
+1.04719e+11ns	+3.27303e+06ns	IDLE	178	2095
+1.04723e+11ns	+36000ns	CCA_BUSY	178	2095
+1.04723e+11ns	+0ns	CCA_BUSY	178	2095
+1.04723e+11ns	+728000ns	RX	178	2095
+1.04723e+11ns	+2.37871e+07ns	IDLE	178	2095
+1.04747e+11ns	+36000ns	CCA_BUSY	178	2095
+1.04747e+11ns	+0ns	CCA_BUSY	178	2095
+1.04747e+11ns	+728000ns	RX	178	2095
+1.04748e+11ns	+2.01175e+06ns	IDLE	178	2095
+1.0475e+11ns	+250000ns	SWITCHING	178	2095
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0475e+11ns	+4.975e+07ns	IDLE	172	2096
+1.048e+11ns	+250000ns	SWITCHING	172	2096
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.048e+11ns	+3.808e+06ns	IDLE	178	2097
+1.04804e+11ns	+768000ns	TX	178	2097
+1.04805e+11ns	+16ns	CCA_BUSY	178	2097
+1.04805e+11ns	+1.75803e+06ns	IDLE	178	2097
+1.04807e+11ns	+36000ns	CCA_BUSY	178	2097
+1.04807e+11ns	+0ns	CCA_BUSY	178	2097
+1.04807e+11ns	+728000ns	RX	178	2097
+1.04807e+11ns	+2.20707e+06ns	IDLE	178	2097
+1.0481e+11ns	+36000ns	CCA_BUSY	178	2097
+1.0481e+11ns	+0ns	CCA_BUSY	178	2097
+1.0481e+11ns	+728000ns	RX	178	2097
+1.0481e+11ns	+2.3137e+07ns	IDLE	178	2097
+1.04833e+11ns	+36000ns	CCA_BUSY	178	2097
+1.04833e+11ns	+0ns	CCA_BUSY	178	2097
+1.04833e+11ns	+728000ns	RX	178	2097
+1.04834e+11ns	+1.2581e+07ns	IDLE	178	2097
+1.04847e+11ns	+36000ns	CCA_BUSY	178	2097
+1.04847e+11ns	+0ns	CCA_BUSY	178	2097
+1.04847e+11ns	+728000ns	RX	178	2097
+1.04848e+11ns	+75033ns	IDLE	178	2097
+1.04848e+11ns	+36000ns	CCA_BUSY	178	2097
+1.04848e+11ns	+0ns	CCA_BUSY	178	2097
+1.04848e+11ns	+728000ns	RX	178	2097
+1.04848e+11ns	+1.59585e+06ns	IDLE	178	2097
+1.0485e+11ns	+250000ns	SWITCHING	178	2097
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0485e+11ns	+4.975e+07ns	IDLE	172	2098
+1.049e+11ns	+250000ns	SWITCHING	172	2098
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.049e+11ns	+3.81202e+06ns	IDLE	178	2099
+1.04904e+11ns	+36000ns	CCA_BUSY	178	2099
+1.04904e+11ns	+0ns	CCA_BUSY	178	2099
+1.04904e+11ns	+728000ns	RX	178	2099
+1.04905e+11ns	+9.483e+06ns	IDLE	178	2099
+1.04914e+11ns	+768000ns	TX	178	2099
+1.04915e+11ns	+4.9761e+06ns	IDLE	178	2099
+1.0492e+11ns	+36000ns	CCA_BUSY	178	2099
+1.0492e+11ns	+0ns	CCA_BUSY	178	2099
+1.0492e+11ns	+728000ns	RX	178	2099
+1.04921e+11ns	+1.54407e+06ns	IDLE	178	2099
+1.04922e+11ns	+36000ns	CCA_BUSY	178	2099
+1.04922e+11ns	+0ns	CCA_BUSY	178	2099
+1.04922e+11ns	+728000ns	RX	178	2099
+1.04923e+11ns	+2.497e+07ns	IDLE	178	2099
+1.04948e+11ns	+36000ns	CCA_BUSY	178	2099
+1.04948e+11ns	+0ns	CCA_BUSY	178	2099
+1.04948e+11ns	+728000ns	RX	178	2099
+1.04949e+11ns	+1.14082e+06ns	IDLE	178	2099
+1.0495e+11ns	+250000ns	SWITCHING	178	2099
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0495e+11ns	+4.975e+07ns	IDLE	172	2100
+1.05e+11ns	+250000ns	SWITCHING	172	2100
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.05e+11ns	+3.81203e+06ns	IDLE	178	2101
+1.05004e+11ns	+36000ns	CCA_BUSY	178	2101
+1.05004e+11ns	+0ns	CCA_BUSY	178	2101
+1.05004e+11ns	+728000ns	RX	178	2101
+1.05005e+11ns	+62100ns	IDLE	178	2101
+1.05005e+11ns	+36000ns	CCA_BUSY	178	2101
+1.05005e+11ns	+0ns	CCA_BUSY	178	2101
+1.05005e+11ns	+728000ns	RX	178	2101
+1.05006e+11ns	+62032ns	IDLE	178	2101
+1.05006e+11ns	+36000ns	CCA_BUSY	178	2101
+1.05006e+11ns	+0ns	CCA_BUSY	178	2101
+1.05006e+11ns	+728000ns	RX	178	2101
+1.05006e+11ns	+2.11871e+07ns	IDLE	178	2101
+1.05028e+11ns	+36000ns	CCA_BUSY	178	2101
+1.05028e+11ns	+0ns	CCA_BUSY	178	2101
+1.05028e+11ns	+728000ns	RX	178	2101
+1.05028e+11ns	+2.0416e+07ns	IDLE	178	2101
+1.05049e+11ns	+768000ns	TX	178	2101
+1.0505e+11ns	+386735ns	IDLE	178	2101
+1.0505e+11ns	+250000ns	SWITCHING	178	2101
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0505e+11ns	+4.975e+07ns	IDLE	172	2102
+1.051e+11ns	+250000ns	SWITCHING	172	2102
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.051e+11ns	+3.81202e+06ns	IDLE	178	2103
+1.05104e+11ns	+36000ns	CCA_BUSY	178	2103
+1.05104e+11ns	+0ns	CCA_BUSY	178	2103
+1.05104e+11ns	+728000ns	RX	178	2103
+1.05105e+11ns	+17ns	CCA_BUSY	178	2103
+1.05105e+11ns	+4.88507e+06ns	IDLE	178	2103
+1.0511e+11ns	+36000ns	CCA_BUSY	178	2103
+1.0511e+11ns	+0ns	CCA_BUSY	178	2103
+1.0511e+11ns	+728000ns	RX	178	2103
+1.0511e+11ns	+1.74041e+07ns	IDLE	178	2103
+1.05128e+11ns	+36000ns	CCA_BUSY	178	2103
+1.05128e+11ns	+0ns	CCA_BUSY	178	2103
+1.05128e+11ns	+728000ns	RX	178	2103
+1.05129e+11ns	+2.974e+06ns	IDLE	178	2103
+1.05132e+11ns	+36000ns	CCA_BUSY	178	2103
+1.05132e+11ns	+0ns	CCA_BUSY	178	2103
+1.05132e+11ns	+728000ns	RX	178	2103
+1.05132e+11ns	+309032ns	IDLE	178	2103
+1.05133e+11ns	+36000ns	CCA_BUSY	178	2103
+1.05133e+11ns	+0ns	CCA_BUSY	178	2103
+1.05133e+11ns	+728000ns	RX	178	2103
+1.05133e+11ns	+1.65458e+07ns	IDLE	178	2103
+1.0515e+11ns	+250000ns	SWITCHING	178	2103
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0515e+11ns	+4.975e+07ns	IDLE	172	2104
+1.052e+11ns	+250000ns	SWITCHING	172	2104
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.052e+11ns	+3.808e+06ns	IDLE	178	2105
+1.05204e+11ns	+768000ns	TX	178	2105
+1.05205e+11ns	+33ns	CCA_BUSY	178	2105
+1.05205e+11ns	+3.25231e+07ns	IDLE	178	2105
+1.05237e+11ns	+36000ns	CCA_BUSY	178	2105
+1.05237e+11ns	+0ns	CCA_BUSY	178	2105
+1.05237e+11ns	+728000ns	RX	178	2105
+1.05238e+11ns	+3.11707e+06ns	IDLE	178	2105
+1.05241e+11ns	+36000ns	CCA_BUSY	178	2105
+1.05241e+11ns	+0ns	CCA_BUSY	178	2105
+1.05241e+11ns	+728000ns	RX	178	2105
+1.05242e+11ns	+8.00583e+06ns	IDLE	178	2105
+1.0525e+11ns	+250000ns	SWITCHING	178	2105
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.0525e+11ns	+4.975e+07ns	IDLE	172	2106
+1.053e+11ns	+250000ns	SWITCHING	172	2106
TimeStart 	 Duration 	 state 	 channel 	 cw 
+1.053e+11ns	+3.808e+06ns	IDLE	178	2107
+1.05304e+11ns	+768000ns	TX	178	2107
+1.05305e+11ns	+16ns	CCA_BUSY	178	2107
+1.05305e+11ns	+8.40807e+06ns	IDLE	178	2107
+1.05313e+11ns	+36000ns	CCA_BUSY	178	2107
+1.05313e+11ns	+0ns	CCA_BUSY	178	2107
+1.05313e+11ns	+728000ns	RX	178	2107
+1.05314e+11ns	+1.1489e+07ns	IDLE	178	2107
+1.05325e+11ns	+36000ns	CCA_BUSY	178	2107
+1.05326e+11ns	+0ns	CCA_BUSY	178	2107
+1.05326e+11ns	+728000ns	RX	178	2107
