State Observation from node 8 at different cw 
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.72041e+10ns	+0ns	CCA_BUSY	178	745
+3.72041e+10ns	+728000ns	RX	178	745
+3.72048e+10ns	+8.08303e+06ns	IDLE	178	745
+3.72129e+10ns	+36000ns	CCA_BUSY	178	745
+3.72129e+10ns	+0ns	CCA_BUSY	178	745
+3.72129e+10ns	+728000ns	RX	178	745
+3.72137e+10ns	+647100ns	IDLE	178	745
+3.72143e+10ns	+36000ns	CCA_BUSY	178	745
+3.72144e+10ns	+0ns	CCA_BUSY	178	745
+3.72144e+10ns	+728000ns	RX	178	745
+3.72151e+10ns	+74999ns	IDLE	178	745
+3.72152e+10ns	+36000ns	CCA_BUSY	178	745
+3.72152e+10ns	+0ns	CCA_BUSY	178	745
+3.72152e+10ns	+728000ns	RX	178	745
+3.72159e+10ns	+75066ns	IDLE	178	745
+3.7216e+10ns	+36000ns	CCA_BUSY	178	745
+3.7216e+10ns	+0ns	CCA_BUSY	178	745
+3.7216e+10ns	+728000ns	RX	178	745
+3.72168e+10ns	+1.4683e+07ns	IDLE	178	745
+3.72314e+10ns	+768000ns	TX	178	745
+3.72322e+10ns	+1.77868e+07ns	IDLE	178	745
+3.725e+10ns	+250000ns	SWITCHING	178	745
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.72502e+10ns	+4.975e+07ns	IDLE	172	746
+3.73e+10ns	+250000ns	SWITCHING	172	746
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.73002e+10ns	+3.81202e+06ns	IDLE	178	747
+3.73041e+10ns	+36000ns	CCA_BUSY	178	747
+3.73041e+10ns	+0ns	CCA_BUSY	178	747
+3.73041e+10ns	+728000ns	RX	178	747
+3.73048e+10ns	+62083ns	IDLE	178	747
+3.73049e+10ns	+36000ns	CCA_BUSY	178	747
+3.73049e+10ns	+0ns	CCA_BUSY	178	747
+3.73049e+10ns	+728000ns	RX	178	747
+3.73057e+10ns	+1.0644e+07ns	IDLE	178	747
+3.73163e+10ns	+36000ns	CCA_BUSY	178	747
+3.73163e+10ns	+0ns	CCA_BUSY	178	747
+3.73163e+10ns	+728000ns	RX	178	747
+3.73171e+10ns	+6.97803e+06ns	IDLE	178	747
+3.7324e+10ns	+36000ns	CCA_BUSY	178	747
+3.73241e+10ns	+0ns	CCA_BUSY	178	747
+3.73241e+10ns	+728000ns	RX	178	747
+3.73248e+10ns	+8.7721e+06ns	IDLE	178	747
+3.73336e+10ns	+36000ns	CCA_BUSY	178	747
+3.73336e+10ns	+0ns	CCA_BUSY	178	747
+3.73336e+10ns	+728000ns	RX	178	747
+3.73343e+10ns	+1.56618e+07ns	IDLE	178	747
+3.735e+10ns	+250000ns	SWITCHING	178	747
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.73502e+10ns	+4.975e+07ns	IDLE	172	748
+3.74e+10ns	+250000ns	SWITCHING	172	748
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.74002e+10ns	+3.808e+06ns	IDLE	178	749
+3.74041e+10ns	+768000ns	TX	178	749
+3.74048e+10ns	+33ns	CCA_BUSY	178	749
+3.74048e+10ns	+2.14207e+06ns	IDLE	178	749
+3.7407e+10ns	+36000ns	CCA_BUSY	178	749
+3.7407e+10ns	+0ns	CCA_BUSY	178	749
+3.7407e+10ns	+728000ns	RX	178	749
+3.74077e+10ns	+4.22679e+07ns	IDLE	178	749
+3.745e+10ns	+250000ns	SWITCHING	178	749
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.74502e+10ns	+4.975e+07ns	IDLE	172	750
+3.75e+10ns	+250000ns	SWITCHING	172	750
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.75002e+10ns	+3.808e+06ns	IDLE	178	751
+3.75041e+10ns	+768000ns	TX	178	751
+3.75048e+10ns	+33ns	CCA_BUSY	178	751
+3.75048e+10ns	+4.33912e+06ns	IDLE	178	751
+3.75092e+10ns	+36000ns	CCA_BUSY	178	751
+3.75092e+10ns	+0ns	CCA_BUSY	178	751
+3.75092e+10ns	+728000ns	RX	178	751
+3.75099e+10ns	+3.8152e+07ns	IDLE	178	751
+3.75481e+10ns	+36000ns	CCA_BUSY	178	751
+3.75481e+10ns	+0ns	CCA_BUSY	178	751
+3.75481e+10ns	+728000ns	RX	178	751
+3.75488e+10ns	+1.15485e+06ns	IDLE	178	751
+3.755e+10ns	+250000ns	SWITCHING	178	751
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.75502e+10ns	+4.975e+07ns	IDLE	172	752
+3.76e+10ns	+250000ns	SWITCHING	172	752
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.76002e+10ns	+3.808e+06ns	IDLE	178	753
+3.76041e+10ns	+768000ns	TX	178	753
+3.76048e+10ns	+16ns	CCA_BUSY	178	753
+3.76048e+10ns	+1.10503e+06ns	IDLE	178	753
+3.76059e+10ns	+36000ns	CCA_BUSY	178	753
+3.7606e+10ns	+0ns	CCA_BUSY	178	753
+3.7606e+10ns	+728000ns	RX	178	753
+3.76067e+10ns	+8.05713e+06ns	IDLE	178	753
+3.76148e+10ns	+36000ns	CCA_BUSY	178	753
+3.76148e+10ns	+0ns	CCA_BUSY	178	753
+3.76148e+10ns	+728000ns	RX	178	753
+3.76155e+10ns	+2.5451e+07ns	IDLE	178	753
+3.7641e+10ns	+36000ns	CCA_BUSY	178	753
+3.7641e+10ns	+0ns	CCA_BUSY	178	753
+3.7641e+10ns	+728000ns	RX	178	753
+3.76417e+10ns	+8.26882e+06ns	IDLE	178	753
+3.765e+10ns	+250000ns	SWITCHING	178	753
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.76502e+10ns	+4.975e+07ns	IDLE	172	754
+3.77e+10ns	+250000ns	SWITCHING	172	754
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.77002e+10ns	+3.81202e+06ns	IDLE	178	755
+3.77041e+10ns	+36000ns	CCA_BUSY	178	755
+3.77041e+10ns	+0ns	CCA_BUSY	178	755
+3.77041e+10ns	+728000ns	RX	178	755
+3.77048e+10ns	+88066ns	IDLE	178	755
+3.77049e+10ns	+36000ns	CCA_BUSY	178	755
+3.7705e+10ns	+0ns	CCA_BUSY	178	755
+3.7705e+10ns	+728000ns	RX	178	755
+3.77057e+10ns	+2.32e+06ns	IDLE	178	755
+3.7708e+10ns	+768000ns	TX	178	755
+3.77088e+10ns	+1.29581e+07ns	IDLE	178	755
+3.77217e+10ns	+36000ns	CCA_BUSY	178	755
+3.77218e+10ns	+0ns	CCA_BUSY	178	755
+3.77218e+10ns	+728000ns	RX	178	755
+3.77225e+10ns	+7.537e+06ns	IDLE	178	755
+3.773e+10ns	+36000ns	CCA_BUSY	178	755
+3.77301e+10ns	+0ns	CCA_BUSY	178	755
+3.77301e+10ns	+728000ns	RX	178	755
+3.77308e+10ns	+1.33091e+07ns	IDLE	178	755
+3.77441e+10ns	+36000ns	CCA_BUSY	178	755
+3.77441e+10ns	+0ns	CCA_BUSY	178	755
+3.77441e+10ns	+728000ns	RX	178	755
+3.77449e+10ns	+5.13769e+06ns	IDLE	178	755
+3.775e+10ns	+250000ns	SWITCHING	178	755
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.77502e+10ns	+4.975e+07ns	IDLE	172	756
+3.78e+10ns	+250000ns	SWITCHING	172	756
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.78002e+10ns	+3.81202e+06ns	IDLE	178	757
+3.78041e+10ns	+36000ns	CCA_BUSY	178	757
+3.78041e+10ns	+0ns	CCA_BUSY	178	757
+3.78041e+10ns	+728000ns	RX	178	757
+3.78048e+10ns	+88066ns	IDLE	178	757
+3.78049e+10ns	+36000ns	CCA_BUSY	178	757
+3.7805e+10ns	+0ns	CCA_BUSY	178	757
+3.7805e+10ns	+728000ns	RX	178	757
+3.78057e+10ns	+4.751e+06ns	IDLE	178	757
+3.78104e+10ns	+768000ns	TX	178	757
+3.78112e+10ns	+1.63251e+07ns	IDLE	178	757
+3.78275e+10ns	+36000ns	CCA_BUSY	178	757
+3.78276e+10ns	+0ns	CCA_BUSY	178	757
+3.78276e+10ns	+728000ns	RX	178	757
+3.78283e+10ns	+3.286e+06ns	IDLE	178	757
+3.78316e+10ns	+36000ns	CCA_BUSY	178	757
+3.78316e+10ns	+0ns	CCA_BUSY	178	757
+3.78316e+10ns	+728000ns	RX	178	757
+3.78323e+10ns	+1.0748e+07ns	IDLE	178	757
+3.78431e+10ns	+36000ns	CCA_BUSY	178	757
+3.78431e+10ns	+0ns	CCA_BUSY	178	757
+3.78431e+10ns	+728000ns	RX	178	757
+3.78438e+10ns	+1.4922e+06ns	IDLE	178	757
+3.78453e+10ns	+36000ns	CCA_BUSY	178	757
+3.78454e+10ns	+0ns	CCA_BUSY	178	757
+3.78454e+10ns	+728000ns	RX	178	757
+3.78461e+10ns	+3.89559e+06ns	IDLE	178	757
+3.785e+10ns	+250000ns	SWITCHING	178	757
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.78502e+10ns	+4.975e+07ns	IDLE	172	758
+3.79e+10ns	+250000ns	SWITCHING	172	758
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.79002e+10ns	+3.81202e+06ns	IDLE	178	759
+3.79041e+10ns	+36000ns	CCA_BUSY	178	759
+3.79041e+10ns	+0ns	CCA_BUSY	178	759
+3.79041e+10ns	+728000ns	RX	178	759
+3.79048e+10ns	+1.05401e+07ns	IDLE	178	759
+3.79154e+10ns	+36000ns	CCA_BUSY	178	759
+3.79154e+10ns	+0ns	CCA_BUSY	178	759
+3.79154e+10ns	+728000ns	RX	178	759
+3.79161e+10ns	+1.2191e+07ns	IDLE	178	759
+3.79283e+10ns	+36000ns	CCA_BUSY	178	759
+3.79284e+10ns	+0ns	CCA_BUSY	178	759
+3.79284e+10ns	+728000ns	RX	178	759
+3.79291e+10ns	+6.467e+06ns	IDLE	178	759
+3.79356e+10ns	+768000ns	TX	178	759
+3.79363e+10ns	+426066ns	IDLE	178	759
+3.79367e+10ns	+36000ns	CCA_BUSY	178	759
+3.79368e+10ns	+0ns	CCA_BUSY	178	759
+3.79368e+10ns	+728000ns	RX	178	759
+3.79375e+10ns	+1.24899e+07ns	IDLE	178	759
+3.795e+10ns	+250000ns	SWITCHING	178	759
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.79502e+10ns	+4.975e+07ns	IDLE	172	760
+3.8e+10ns	+250000ns	SWITCHING	172	760
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.80002e+10ns	+3.81202e+06ns	IDLE	178	761
+3.80041e+10ns	+36000ns	CCA_BUSY	178	761
+3.80041e+10ns	+0ns	CCA_BUSY	178	761
+3.80041e+10ns	+728000ns	RX	178	761
+3.80048e+10ns	+88083ns	IDLE	178	761
+3.80049e+10ns	+36000ns	CCA_BUSY	178	761
+3.8005e+10ns	+0ns	CCA_BUSY	178	761
+3.8005e+10ns	+728000ns	RX	178	761
+3.80057e+10ns	+1.8171e+07ns	IDLE	178	761
+3.80238e+10ns	+36000ns	CCA_BUSY	178	761
+3.80239e+10ns	+0ns	CCA_BUSY	178	761
+3.80239e+10ns	+728000ns	RX	178	761
+3.80246e+10ns	+3.39e+06ns	IDLE	178	761
+3.8028e+10ns	+36000ns	CCA_BUSY	178	761
+3.8028e+10ns	+0ns	CCA_BUSY	178	761
+3.8028e+10ns	+728000ns	RX	178	761
+3.80288e+10ns	+6.30207e+06ns	IDLE	178	761
+3.80351e+10ns	+36000ns	CCA_BUSY	178	761
+3.80351e+10ns	+0ns	CCA_BUSY	178	761
+3.80351e+10ns	+728000ns	RX	178	761
+3.80358e+10ns	+1.41668e+07ns	IDLE	178	761
+3.805e+10ns	+250000ns	SWITCHING	178	761
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.80502e+10ns	+4.975e+07ns	IDLE	172	762
+3.81e+10ns	+250000ns	SWITCHING	172	762
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.81002e+10ns	+3.808e+06ns	IDLE	178	763
+3.81041e+10ns	+768000ns	TX	178	763
+3.81048e+10ns	+33ns	CCA_BUSY	178	763
+3.81048e+10ns	+4.14713e+06ns	IDLE	178	763
+3.8109e+10ns	+36000ns	CCA_BUSY	178	763
+3.8109e+10ns	+0ns	CCA_BUSY	178	763
+3.8109e+10ns	+728000ns	RX	178	763
+3.81097e+10ns	+1.2256e+07ns	IDLE	178	763
+3.8122e+10ns	+36000ns	CCA_BUSY	178	763
+3.8122e+10ns	+0ns	CCA_BUSY	178	763
+3.8122e+10ns	+728000ns	RX	178	763
+3.81228e+10ns	+5.61317e+06ns	IDLE	178	763
+3.81284e+10ns	+36000ns	CCA_BUSY	178	763
+3.81284e+10ns	+0ns	CCA_BUSY	178	763
+3.81284e+10ns	+728000ns	RX	178	763
+3.81291e+10ns	+1.5805e+07ns	IDLE	178	763
+3.81449e+10ns	+36000ns	CCA_BUSY	178	763
+3.8145e+10ns	+0ns	CCA_BUSY	178	763
+3.8145e+10ns	+728000ns	RX	178	763
+3.81457e+10ns	+4.29664e+06ns	IDLE	178	763
+3.815e+10ns	+250000ns	SWITCHING	178	763
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.81502e+10ns	+4.975e+07ns	IDLE	172	764
+3.82e+10ns	+250000ns	SWITCHING	172	764
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.82002e+10ns	+3.808e+06ns	IDLE	178	765
+3.82041e+10ns	+768000ns	TX	178	765
+3.82048e+10ns	+3.53605e+06ns	IDLE	178	765
+3.82084e+10ns	+36000ns	CCA_BUSY	178	765
+3.82084e+10ns	+0ns	CCA_BUSY	178	765
+3.82084e+10ns	+728000ns	RX	178	765
+3.82091e+10ns	+4.0874e+07ns	IDLE	178	765
+3.825e+10ns	+250000ns	SWITCHING	178	765
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.82502e+10ns	+4.975e+07ns	IDLE	172	766
+3.83e+10ns	+250000ns	SWITCHING	172	766
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.83002e+10ns	+3.808e+06ns	IDLE	178	767
+3.83041e+10ns	+768000ns	TX	178	767
+3.83048e+10ns	+16ns	CCA_BUSY	178	767
+3.83048e+10ns	+1.14405e+06ns	IDLE	178	767
+3.8306e+10ns	+36000ns	CCA_BUSY	178	767
+3.8306e+10ns	+0ns	CCA_BUSY	178	767
+3.8306e+10ns	+728000ns	RX	178	767
+3.83067e+10ns	+7.225e+06ns	IDLE	178	767
+3.8314e+10ns	+36000ns	CCA_BUSY	178	767
+3.8314e+10ns	+0ns	CCA_BUSY	178	767
+3.8314e+10ns	+728000ns	RX	178	767
+3.83147e+10ns	+3.52769e+07ns	IDLE	178	767
+3.835e+10ns	+250000ns	SWITCHING	178	767
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.83502e+10ns	+4.975e+07ns	IDLE	172	768
+3.84e+10ns	+250000ns	SWITCHING	172	768
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.84002e+10ns	+3.81202e+06ns	IDLE	178	769
+3.84041e+10ns	+36000ns	CCA_BUSY	178	769
+3.84041e+10ns	+0ns	CCA_BUSY	178	769
+3.84041e+10ns	+728000ns	RX	178	769
+3.84048e+10ns	+8.378e+06ns	IDLE	178	769
+3.84132e+10ns	+768000ns	TX	178	769
+3.8414e+10ns	+1.0137e+07ns	IDLE	178	769
+3.84241e+10ns	+36000ns	CCA_BUSY	178	769
+3.84241e+10ns	+0ns	CCA_BUSY	178	769
+3.84241e+10ns	+728000ns	RX	178	769
+3.84249e+10ns	+2.98707e+06ns	IDLE	178	769
+3.84279e+10ns	+36000ns	CCA_BUSY	178	769
+3.84279e+10ns	+0ns	CCA_BUSY	178	769
+3.84279e+10ns	+728000ns	RX	178	769
+3.84286e+10ns	+1.171e+07ns	IDLE	178	769
+3.84403e+10ns	+36000ns	CCA_BUSY	178	769
+3.84404e+10ns	+0ns	CCA_BUSY	178	769
+3.84404e+10ns	+728000ns	RX	178	769
+3.84411e+10ns	+8.90189e+06ns	IDLE	178	769
+3.845e+10ns	+250000ns	SWITCHING	178	769
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.84502e+10ns	+4.975e+07ns	IDLE	172	770
+3.85e+10ns	+250000ns	SWITCHING	172	770
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.85002e+10ns	+3.83802e+06ns	IDLE	178	771
+3.85041e+10ns	+36000ns	CCA_BUSY	178	771
+3.85041e+10ns	+0ns	CCA_BUSY	178	771
+3.85041e+10ns	+728000ns	RX	178	771
+3.85049e+10ns	+101200ns	IDLE	178	771
+3.8505e+10ns	+36000ns	CCA_BUSY	178	771
+3.8505e+10ns	+0ns	CCA_BUSY	178	771
+3.8505e+10ns	+728000ns	RX	178	771
+3.85057e+10ns	+763999ns	IDLE	178	771
+3.85065e+10ns	+36000ns	CCA_BUSY	178	771
+3.85065e+10ns	+0ns	CCA_BUSY	178	771
+3.85065e+10ns	+728000ns	RX	178	771
+3.85072e+10ns	+6.952e+06ns	IDLE	178	771
+3.85142e+10ns	+36000ns	CCA_BUSY	178	771
+3.85142e+10ns	+0ns	CCA_BUSY	178	771
+3.85142e+10ns	+728000ns	RX	178	771
+3.8515e+10ns	+2.185e+07ns	IDLE	178	771
+3.85368e+10ns	+36000ns	CCA_BUSY	178	771
+3.85368e+10ns	+0ns	CCA_BUSY	178	771
+3.85368e+10ns	+728000ns	RX	178	771
+3.85376e+10ns	+1.24248e+07ns	IDLE	178	771
+3.855e+10ns	+250000ns	SWITCHING	178	771
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.85502e+10ns	+4.975e+07ns	IDLE	172	772
+3.86e+10ns	+250000ns	SWITCHING	172	772
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.86002e+10ns	+3.808e+06ns	IDLE	178	773
+3.86041e+10ns	+768000ns	TX	178	773
+3.86048e+10ns	+33ns	CCA_BUSY	178	773
+3.86048e+10ns	+1.83002e+06ns	IDLE	178	773
+3.86067e+10ns	+36000ns	CCA_BUSY	178	773
+3.86067e+10ns	+0ns	CCA_BUSY	178	773
+3.86067e+10ns	+728000ns	RX	178	773
+3.86074e+10ns	+3.32517e+06ns	IDLE	178	773
+3.86107e+10ns	+36000ns	CCA_BUSY	178	773
+3.86108e+10ns	+0ns	CCA_BUSY	178	773
+3.86108e+10ns	+728000ns	RX	178	773
+3.86115e+10ns	+5.08e+06ns	IDLE	178	773
+3.86166e+10ns	+36000ns	CCA_BUSY	178	773
+3.86166e+10ns	+0ns	CCA_BUSY	178	773
+3.86166e+10ns	+728000ns	RX	178	773
+3.86174e+10ns	+2.5906e+07ns	IDLE	178	773
+3.86433e+10ns	+36000ns	CCA_BUSY	178	773
+3.86433e+10ns	+0ns	CCA_BUSY	178	773
+3.86433e+10ns	+728000ns	RX	178	773
+3.8644e+10ns	+5.0281e+06ns	IDLE	178	773
+3.86491e+10ns	+36000ns	CCA_BUSY	178	773
+3.86491e+10ns	+0ns	CCA_BUSY	178	773
+3.86491e+10ns	+728000ns	RX	178	773
+3.86498e+10ns	+184685ns	IDLE	178	773
+3.865e+10ns	+250000ns	SWITCHING	178	773
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.86502e+10ns	+4.975e+07ns	IDLE	172	774
+3.87e+10ns	+250000ns	SWITCHING	172	774
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.87002e+10ns	+3.808e+06ns	IDLE	178	775
+3.87041e+10ns	+768000ns	TX	178	775
+3.87048e+10ns	+16ns	CCA_BUSY	178	775
+3.87048e+10ns	+7.81607e+06ns	IDLE	178	775
+3.87126e+10ns	+36000ns	CCA_BUSY	178	775
+3.87127e+10ns	+0ns	CCA_BUSY	178	775
+3.87127e+10ns	+728000ns	RX	178	775
+3.87134e+10ns	+8.98e+06ns	IDLE	178	775
+3.87224e+10ns	+36000ns	CCA_BUSY	178	775
+3.87224e+10ns	+0ns	CCA_BUSY	178	775
+3.87224e+10ns	+728000ns	RX	178	775
+3.87232e+10ns	+1.8639e+07ns	IDLE	178	775
+3.87418e+10ns	+36000ns	CCA_BUSY	178	775
+3.87418e+10ns	+0ns	CCA_BUSY	178	775
+3.87418e+10ns	+728000ns	RX	178	775
+3.87426e+10ns	+1.51813e+06ns	IDLE	178	775
+3.87441e+10ns	+36000ns	CCA_BUSY	178	775
+3.87441e+10ns	+0ns	CCA_BUSY	178	775
+3.87441e+10ns	+728000ns	RX	178	775
+3.87448e+10ns	+5.16475e+06ns	IDLE	178	775
+3.875e+10ns	+250000ns	SWITCHING	178	775
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.87502e+10ns	+4.975e+07ns	IDLE	172	776
+3.88e+10ns	+250000ns	SWITCHING	172	776
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.88002e+10ns	+3.808e+06ns	IDLE	178	777
+3.88041e+10ns	+768000ns	TX	178	777
+3.88048e+10ns	+16ns	CCA_BUSY	178	777
+3.88048e+10ns	+1.9185e+07ns	IDLE	178	777
+3.8824e+10ns	+36000ns	CCA_BUSY	178	777
+3.8824e+10ns	+0ns	CCA_BUSY	178	777
+3.8824e+10ns	+728000ns	RX	178	777
+3.88248e+10ns	+1.07741e+07ns	IDLE	178	777
+3.88355e+10ns	+36000ns	CCA_BUSY	178	777
+3.88356e+10ns	+0ns	CCA_BUSY	178	777
+3.88356e+10ns	+728000ns	RX	178	777
+3.88363e+10ns	+6.75703e+06ns	IDLE	178	777
+3.88431e+10ns	+36000ns	CCA_BUSY	178	777
+3.88431e+10ns	+0ns	CCA_BUSY	178	777
+3.88431e+10ns	+728000ns	RX	178	777
+3.88438e+10ns	+6.1658e+06ns	IDLE	178	777
+3.885e+10ns	+250000ns	SWITCHING	178	777
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.88502e+10ns	+4.975e+07ns	IDLE	172	778
+3.89e+10ns	+250000ns	SWITCHING	172	778
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.89002e+10ns	+3.808e+06ns	IDLE	178	779
+3.89041e+10ns	+768000ns	TX	178	779
+3.89048e+10ns	+2.11605e+06ns	IDLE	178	779
+3.89069e+10ns	+36000ns	CCA_BUSY	178	779
+3.8907e+10ns	+0ns	CCA_BUSY	178	779
+3.8907e+10ns	+728000ns	RX	178	779
+3.89077e+10ns	+3.17041e+07ns	IDLE	178	779
+3.89394e+10ns	+36000ns	CCA_BUSY	178	779
+3.89394e+10ns	+0ns	CCA_BUSY	178	779
+3.89394e+10ns	+728000ns	RX	178	779
+3.89402e+10ns	+9.82582e+06ns	IDLE	178	779
+3.895e+10ns	+250000ns	SWITCHING	178	779
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.89502e+10ns	+4.975e+07ns	IDLE	172	780
+3.9e+10ns	+250000ns	SWITCHING	172	780
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.90002e+10ns	+3.81202e+06ns	IDLE	178	781
+3.90041e+10ns	+36000ns	CCA_BUSY	178	781
+3.90041e+10ns	+0ns	CCA_BUSY	178	781
+3.90041e+10ns	+728000ns	RX	178	781
+3.90048e+10ns	+17ns	CCA_BUSY	178	781
+3.90048e+10ns	+530066ns	IDLE	178	781
+3.90054e+10ns	+36000ns	CCA_BUSY	178	781
+3.90054e+10ns	+0ns	CCA_BUSY	178	781
+3.90054e+10ns	+728000ns	RX	178	781
+3.90061e+10ns	+4.725e+06ns	IDLE	178	781
+3.90108e+10ns	+768000ns	TX	178	781
+3.90116e+10ns	+4.4952e+06ns	IDLE	178	781
+3.90161e+10ns	+36000ns	CCA_BUSY	178	781
+3.90161e+10ns	+0ns	CCA_BUSY	178	781
+3.90161e+10ns	+728000ns	RX	178	781
+3.90169e+10ns	+5.067e+06ns	IDLE	178	781
+3.90219e+10ns	+36000ns	CCA_BUSY	178	781
+3.9022e+10ns	+0ns	CCA_BUSY	178	781
+3.9022e+10ns	+728000ns	RX	178	781
+3.90227e+10ns	+2.46841e+07ns	IDLE	178	781
+3.90474e+10ns	+36000ns	CCA_BUSY	178	781
+3.90474e+10ns	+0ns	CCA_BUSY	178	781
+3.90474e+10ns	+728000ns	RX	178	781
+3.90482e+10ns	+1.84864e+06ns	IDLE	178	781
+3.905e+10ns	+250000ns	SWITCHING	178	781
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.90502e+10ns	+4.975e+07ns	IDLE	172	782
+3.91e+10ns	+250000ns	SWITCHING	172	782
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.91002e+10ns	+3.81202e+06ns	IDLE	178	783
+3.91041e+10ns	+764017ns	CCA_BUSY	178	783
+3.91048e+10ns	+1.46671e+07ns	IDLE	178	783
+3.91195e+10ns	+36000ns	CCA_BUSY	178	783
+3.91195e+10ns	+0ns	CCA_BUSY	178	783
+3.91195e+10ns	+728000ns	RX	178	783
+3.91203e+10ns	+620999ns	IDLE	178	783
+3.91209e+10ns	+36000ns	CCA_BUSY	178	783
+3.91209e+10ns	+0ns	CCA_BUSY	178	783
+3.91209e+10ns	+728000ns	RX	178	783
+3.91216e+10ns	+2.234e+07ns	IDLE	178	783
+3.9144e+10ns	+768000ns	TX	178	783
+3.91448e+10ns	+5.2499e+06ns	IDLE	178	783
+3.915e+10ns	+250000ns	SWITCHING	178	783
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.91502e+10ns	+4.975e+07ns	IDLE	172	784
+3.92e+10ns	+250000ns	SWITCHING	172	784
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.92002e+10ns	+3.81202e+06ns	IDLE	178	785
+3.92041e+10ns	+36000ns	CCA_BUSY	178	785
+3.92041e+10ns	+0ns	CCA_BUSY	178	785
+3.92041e+10ns	+728000ns	RX	178	785
+3.92048e+10ns	+1.24503e+06ns	IDLE	178	785
+3.92061e+10ns	+36000ns	CCA_BUSY	178	785
+3.92061e+10ns	+0ns	CCA_BUSY	178	785
+3.92061e+10ns	+728000ns	RX	178	785
+3.92068e+10ns	+1.7768e+07ns	IDLE	178	785
+3.92246e+10ns	+36000ns	CCA_BUSY	178	785
+3.92246e+10ns	+0ns	CCA_BUSY	178	785
+3.92246e+10ns	+728000ns	RX	178	785
+3.92254e+10ns	+4.8852e+06ns	IDLE	178	785
+3.92303e+10ns	+36000ns	CCA_BUSY	178	785
+3.92303e+10ns	+0ns	CCA_BUSY	178	785
+3.92303e+10ns	+728000ns	RX	178	785
+3.9231e+10ns	+9.695e+06ns	IDLE	178	785
+3.92407e+10ns	+36000ns	CCA_BUSY	178	785
+3.92407e+10ns	+0ns	CCA_BUSY	178	785
+3.92407e+10ns	+728000ns	RX	178	785
+3.92415e+10ns	+8.52472e+06ns	IDLE	178	785
+3.925e+10ns	+250000ns	SWITCHING	178	785
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.92502e+10ns	+4.975e+07ns	IDLE	172	786
+3.93e+10ns	+250000ns	SWITCHING	172	786
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.93002e+10ns	+3.808e+06ns	IDLE	178	787
+3.93041e+10ns	+768000ns	TX	178	787
+3.93048e+10ns	+16ns	CCA_BUSY	178	787
+3.93048e+10ns	+4.63805e+06ns	IDLE	178	787
+3.93095e+10ns	+36000ns	CCA_BUSY	178	787
+3.93095e+10ns	+0ns	CCA_BUSY	178	787
+3.93095e+10ns	+728000ns	RX	178	787
+3.93102e+10ns	+2.56071e+07ns	IDLE	178	787
+3.93358e+10ns	+36000ns	CCA_BUSY	178	787
+3.93359e+10ns	+0ns	CCA_BUSY	178	787
+3.93359e+10ns	+728000ns	RX	178	787
+3.93366e+10ns	+4.89803e+06ns	IDLE	178	787
+3.93415e+10ns	+36000ns	CCA_BUSY	178	787
+3.93415e+10ns	+0ns	CCA_BUSY	178	787
